idweb,dateparution,datelimitereponse,dept,code_departement,nomacheteur,type_acheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,filename,source_schema,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,vrai_conforme,faux_conforme,url_avis,url_pdf
26-81172,2026-08-17,2026-09-21 17:00:00,35,['35'],Ville de Rennes,Ville,Gs Duchesse Anne : Création d'un ascenseur et Mise en accessibilité - Relance Lots 4 et 5,"ascenseur, gros oeuvre",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81172,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81172,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81172.pdf
26-80882,2026-08-17,2026-09-21 16:00:00,88,['88'],Conseil Départemental des Vosges,Département,RD46a – Rambervillers – Aménagement de la route de Saint-Gorgon – Du PR 0 à 1+120-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80882,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80882,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80882.pdf
26-80904,2026-08-17,2026-09-18 17:00:00,39,['39'],REGION BOURGOGNE-FRANCHE-COMTE,Autre,Remplacement de la GTC et ajout d'un plan de comptage - Lycée Jacques Duhamel - Dole (39),electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80904,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80904,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80904.pdf
26-80865,2026-08-17,,33,['33'],DRFIP 33 Nouvelle Auquitaine,Autre,Travaux de réaménagement des espaces de travail,"bâtiment, cloison, faux plafond, peinture (travaux), electricité (travaux)",Marchés européens,Procédure Ouverte,Résultat de marché,26-80865,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80865,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80865.pdf
26-81112,2026-08-17,,04,['4'],Région Provence-Alpes-Côte d'Azur,Autre,Remplacement de la Gtc au sein de l'Ecole Internationale Ei Paca à Manosque,equipements spécialisés,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-81112,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81112,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81112.pdf
26-81096,2026-08-17,2026-09-25 12:00:00,35,['35'],COMMUNAUTE DE COMMUNES VAL D ILLE-AUBIGNE,Agglomération,Rénovation et extension du siège du pôle communautaire de la Communauté de communes du Val d'Ille Aubigné,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81096,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81096,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81096.pdf
26-81054,2026-08-17,2026-09-17 14:00:00,24,"['24', '16', '17', '19', '33', '46', '47', '87']",Département de la Dordogne,Département,Rd 706- Commune de Campagne Aménagement du parking et de la traverse de Campagne,"voirie, terrassement, espaces verts",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81054,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81054,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81054.pdf
26-81180,2026-08-17,2026-09-30 17:00:00,973,"['973', '972', '971']",DID Cayenne,Autre,GUYANE (973) – FAG – BNDDC - Travaux électriques dans les locaux techniques HT-BT et divers,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81180,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81180,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81180.pdf
26-80948,2026-08-17,2026-09-17 12:00:00,13,"['13', '83']",L'Eau des Collines,Autre,Travaux pour la pose de débitmètres de sectorisation des réseaux d'eau potable,alimentation en eau potable,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80948,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80948,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80948.pdf
26-80949,2026-08-17,2026-09-28 12:00:00,80,['80'],Conseil Départemental de la Somme,Département,Dragages ponctuels en domaine fluvial et en domaine maritime pour le Département de la Somme,dragage,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80949,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80949,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80949.pdf
26-81030,2026-08-17,2026-09-21 12:00:00,02,"['2', '59', '60', '62', '80']",COMMUNAUTE DE COMMUNES DE LA HTE SOMME,Agglomération,"TRAVAUX DE DESAMIANTAGE, DEMOLITION COMPLETE ET DE REMISE EN SECURITE BATIMENT DE STOCKAGE SITUE 4 AVENUE CHARLES BOULANGER 80200 PERONNE","amiante (désamiantage), démolition",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81030,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81030,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81030.pdf
26-80962,2026-08-17,2026-09-14 16:00:00,57,"['57', '39', '21', '90', '25']",SID NE,Autre,BESANCON (25) - Quartier BRUN - Réhabilitation du bâtiment 087 et des sanitaires des bâtiments 072-073-074 lots 1 à 3,"bâtiment, gros oeuvre, revêtements de sols, revêtements muraux, chauffage (travaux), electricité (travaux), maçonnerie, etanchéité, menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80962,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80962,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80962.pdf
26-81060,2026-08-17,,61,['61'],Ville d'Alençon,Ville,Basilique Notre-Dame - restauration des charpentes-couvertures du transept et restauration du collatéral Nord,"charpente, couverture, maçonnerie, monuments historiques",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-81060,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81060,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81060.pdf
26-81058,2026-08-17,2026-09-22 12:00:00,25,['25'],SIEL (25),Autre,Caractérisation sédimentaire du barrage du Fourperet à Labergement-Ste-Marie,"bassin, étang, rivières/ruisseaux, analyses médicales, biologiques",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-81058,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81058,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81058.pdf
26-81179,2026-08-17,2026-09-24 17:00:00,973,"['973', '972', '971']",DID Cayenne,Autre,GUYANE (973) – CAYENNE – Quartier de la Madeleine – Création d’une boucle HT,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81179,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81179,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81179.pdf
26-81185,2026-08-17,2026-09-24 18:00:00,972,"['972', '971']",DID Fort-de-France,Autre,"GUADELOUPE (971) -  LES ABYMES – Le Raizet –  2ème phase de rénovation des bâtiments 057, 058, 059 et 060.",bâtiment,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-81185,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81185,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81185.pdf
26-80862,2026-08-17,,59,['59'],Ville de Mons en Baroeul,Ville,Travaux de restructuration des écoles Provinces et Lamartine (AOO),tous corps d'état,Marchés européens,Procédure Ouverte,Résultat de marché,26-80862,3.2.5,0,False,False,,False,False,True,https://www.boamp.fr/pages/avis/?q=idweb:26-80862,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80862.pdf
26-80914,2026-08-17,2026-09-14 12:00:00,974,['974'],Commune de Petite-Ile,Ville,Travaux de remise aux normes accessibilité des Erp-6 sites - Adap,"maçonnerie, plomberie (travaux), peinture (travaux), electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80914,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80914,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80914.pdf
26-81142,2026-08-17,,93,['93'],SEM Drancy Demain,Autre,Construction de 16 logements sociaux sur un niveau de sous-sol au 35 rue Jean Marie MEZIERE à Drancy.,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-81142,3.2.5,-1,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81142,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81142.pdf
26-81145,2026-08-17,2026-09-07 12:00:00,62,"['62', '59', '2', '80', '60']",Région académique Hauts-de-France,Autre,Travaux de réfection de la toiture du site Ile-de-France à Bruay-la-Buissière,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81145,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81145,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81145.pdf
26-81156,2026-08-17,2029-09-18 12:00:00,54,"['54', '57', '67', '68', '88']",SYCOPARC,Autre,"Création de microarchitectures pour le site Homme et Nature de Sturzelbronn : travaux de charpente, menuiserie et fondations.","charpente, fondations spéciales, menuiserie",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81156,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81156,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81156.pdf
26-81158,2026-08-17,2026-09-18 12:00:00,14,"['14', '50', '35', '76', '61']",SHEMA,Autre,"Marché de travaux scénographiques pour la construction du MUCAP, musée des captivités de guerre à Ravenoville, commune de Sainte-Mère-Eglise (50) - Relance lot 3 Réalisations graphique et signalétique","equipement muséographique, signalétique",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81158,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81158,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81158.pdf
26-81170,2026-08-17,2026-09-23 12:00:00,77,['77'],Communauté d'agglomération Coulommiers Pays de Brie,Agglomération,Réalisation de la Maison des Fromages de Brie et réhabilitation du musée municipal de Coulommiers - Lot 05 : Vitraux Mh,vitraux,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-81170,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81170,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81170.pdf
26-81064,2026-08-17,,30,['30'],Conseil départemental du Gard,Département,1ère phase de l'aménagement de la Vv70 Fontanes/Quissac : Fontanes/Vic-le-Fesq et Orthous-Sérignas-Quilhan/Quissac,terrassement,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-81064,3.2.5,1,False,True,voie verte,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-81064,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-81064.pdf
26-80930,2026-08-17,2026-10-12 12:00:00,33,"['33', '17', '40', '47', '24']",Commune de Naujac-sur-Mer,Ville,travaux d'équipement du forage d'eau potable de Saint-Isidore + mise en place d'une unité de déferrisation,"alimentation en eau potable, forage",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80930,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80930,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80930.pdf
26-80950,2026-08-17,2026-09-18 12:00:00,33,['33'],Bordeaux Métropole,Agglomération,Travaux de peinture structures métalliques et parements béton sur ouvrage d'art,peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80950,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80950,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80950.pdf
26-80897,2026-08-17,2026-09-25 12:00:00,67,"['67', '68']",UGECAM ALSACE,Autre,TRAVAUX DE REMPLACEMENT D’ASCENSEURS EN TRIPLEX SUR LE SITE DE L’IURC ILLKIRCH (67),ascenseur,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80897,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80897,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80897.pdf
26-80913,2026-08-17,2026-09-25 12:00:00,44,"['44', '17', '35']",CELRL 17,Autre,"RELANCE : Travaux de désamiantage, déconstruction et dépollution des sols – Site de La Percée de Buzay – Le Pellerin (44)","amiante (désamiantage), démolition",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80913,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80913,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80913.pdf
26-80927,2026-08-17,2026-10-16 12:00:00,04,"['4', '5', '6', '13', '26', '30', '69', '83', '84']",APIJ - Draguignan,Autre,"Le marché a pour objet les travaux de parachèvement, à la Maison d’Arrêt de Draguignan (83). Ces travaux se font après la mise en service, en site pénitentiaire occupé, en présence des détenus.","chauffage (travaux), electricité (travaux), ventilation, voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-80927,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-80927,https://www.boamp.fr/telechargements/FILES/PDF/2026/08/26-80927.pdf
